_id,name,building,wkt_geom
449,laboratory1,T,"Polygon ((7.65908721952066784 45.06501139343900064, 7.65905785012865081 45.06502148539057373, 7.65911604503505394 45.0651025835882848, 7.65914650218233106 45.06509134345059664, 7.65908721952066784 45.06501139343900064))"
450,lab_1t_inner,T,"Polygon ((7.65899261502848461 45.06505067349001337, 7.65894874223300182 45.06506578120195172, 7.65898427557149208 45.0651159388056044, 7.65903008215410352 45.06510107281705757, 7.65902548940967254 45.06509466714719281, 7.65902959870732136 45.06509297508345213, 7.65900204224073633 45.06505454106427067, 7.65899744949630623 45.06505599140461271, 7.65899261502848461 45.06505067349001337))"
451,techn1,T,"Polygon ((7.65936151513870289 45.06566326099400754, 7.6594256926990365 45.0656415058888058, 7.65940973895522603 45.06561600407104606, 7.65940091605145135 45.06561866302834574, 7.65938979677546072 45.06560222583775044, 7.65933190402329522 45.06562180543242846, 7.65936151513870289 45.06566326099400754))"
452,room7,T,"Polygon ((7.65890370250223551 45.06492590652705132, 7.65889234572434141 45.06491156112339524, 7.65889892070101741 45.06490797477248123, 7.65887919577099119 45.06488107714062608, 7.65881464145454149 45.0649049861467148, 7.65884452771215685 45.06494622918222603, 7.65890370250223551 45.06492590652705132))"
453,laboratory2,T,"Polygon ((7.65901947654031456 45.06491234727948836, 7.65898720646760456 45.06492401043311702, 7.65905658108084531 45.06502057892785729, 7.65908619219625386 45.06501018482204302, 7.65907180965448386 45.06499000091888263, 7.65908510444099377 45.06498528731275854, 7.65907410602669891 45.06497066304760324, 7.65906359105918622 45.06497428889846901, 7.65901947654031456 45.06491234727948836))"
454,corridor_11t,T,"Polygon ((7.65928294641846552 45.06543156880633205, 7.65932163857571879 45.06548527267487003, 7.65931085551550073 45.06548971275849169, 7.65932121571061231 45.06550366730701285, 7.659385491206816 45.06548231261912463, 7.65937639960702565 45.06546793520549699, 7.65936434795148724 45.0654706838286927, 7.65932692438955254 45.06541592279738495, 7.65928294641846552 45.06543156880633205))"
455,room8,T,"Polygon ((7.65913595699939886 45.06514331397963957, 7.65917578092808071 45.06519891035960512, 7.65924101602825047 45.06517615814543376, 7.65920082951448311 45.06512089413513422, 7.65913595699939886 45.06514331397963957))"
456,east_corridor,T,"Polygon ((7.65933432125720692 45.06540516084316295, 7.65935414257527203 45.06539899689668971, 7.65934948939999316 45.06539277251936682, 7.65935311525085982 45.0653911408864758, 7.65936139427700446 45.06540201843908022, 7.65945796277174473 45.06536902319619031, 7.6594896285359777 45.06537675834471912, 7.65950920813065572 45.06540358964112869, 7.65953090280500604 45.0653959753543063, 7.6595356164111319 45.06539174519496527, 7.6595173058642585 45.06536491389854149, 7.65951041674761246 45.0653650347602337, 7.65948950767428283 45.06533590709160819, 7.65944478884693325 45.06535192126626299, 7.65943777886859145 45.06534122500620754, 7.65941263963592078 45.06535041049507839, 7.65942291288004196 45.0653650347602408, 7.65937239269130377 45.06538231798270289, 7.65936949201061079 45.06537748351487949, 7.65934592397997882 45.06538606469526798, 7.6593410895121572 45.06538328487626899, 7.65932453145986791 45.06538981140782596, 7.65933432125720692 45.06540516084316295))"
457,corridor_7t,T,"Polygon ((7.65917157432100648 45.065201741620875, 7.65911987906172342 45.06521950195535453, 7.65913119070332726 45.06523726228984117, 7.65914197376354533 45.06523557082941522, 7.65918447170675876 45.06529582910709308, 7.65917516867441339 45.06529921202795208, 7.65918700889739945 45.06531612663220443, 7.65924240422636515 45.06529561767453629, 7.65917157432100648 45.065201741620875))"
458,corridor_n_hall,T,"Polygon ((7.65945029528440546 45.06557682297047052, 7.65939072416251499 45.06559791336766096, 7.65940245866922353 45.06561577941840824, 7.65941155026901566 45.06561197363244986, 7.65945225103552652 45.06567286620781232, 7.65944506232871447 45.06567476910078796, 7.65945256818435283 45.06568888222371783, 7.65946287552132699 45.06568407213313066, 7.65946625844217976 45.06569009796090342, 7.65950923210864065 45.06567471624266119, 7.65950658920172422 45.06567038187531438, 7.65951578651779297 45.06566699895446249, 7.65950584918778699 45.06565330869666042, 7.65949686330427149 45.06565727305703462, 7.659455792530796 45.06559791336769649, 7.65946488413058812 45.06559336756778578, 7.65945182817042181 45.065576135814716, 7.65945029528440546 45.06557682297047052))"
459,corridor_n_toil,T,"Polygon ((7.65938379974639272 45.06548421551209316, 7.6593238586175314 45.06550345587446316, 7.65933749601722003 45.06552163907403497, 7.65934468472403207 45.06551973618105933, 7.65936255077478556 45.06554574238511179, 7.6593532477424402 45.06554891387341399, 7.65935811069116657 45.06555567971511778, 7.65936910518393788 45.06555398825469183, 7.65938517405798969 45.06557872586342484, 7.65937883108139062 45.06558168591917024, 7.6593891912765022 45.06559669763045406, 7.65945071814951373 45.06557555437512974, 7.6594405693869545 45.06556107124522725, 7.65943200636854638 45.06556403130097266, 7.65939045987182165 45.06550398445583028, 7.6593996571878904 45.06550049581870354, 7.65938961414160868 45.06548696413528887, 7.65938728838352212 45.06548833844688318, 7.65938379974639272 45.06548421551209316))"
460,techn2,T,"Polygon ((7.6592632545802255 45.06564519217052833, 7.65932634438529991 45.06573317948488011, 7.65938991763715649 45.06571118265629394, 7.65934592397997882 45.06565147697869378, 7.65932731127886424 45.06565824523364228, 7.65930869857775054 45.06563020532027508, 7.6592632545802255 45.06564519217052833))"
461,toilets_nw,T,"Polygon ((7.6593237000431289 45.06550847739777765, 7.65926471036075629 45.0655281934833738, 7.65932835155930292 45.06561704801391244, 7.65938638979518505 45.06559749050273922, 7.6593237000431289 45.06550847739777765))"
462,east_toilets,T,"Polygon ((7.65917922548640639 45.06520368439656465, 7.65924521597217112 45.06529457239161474, 7.65930359217112056 45.06527559710541908, 7.65923784340874469 45.06518386307849511, 7.65917922548640639 45.06520368439656465))"
463,corridor_s_hall,T,"Polygon ((7.65889684414705307 45.06480723490539475, 7.65883629514959985 45.06482808744097213, 7.65885009112370607 45.06484706351263014, 7.65885780841190122 45.06484410345688474, 7.65890353070155339 45.0649073746484703, 7.65889470339245282 45.06491207902279683, 7.6589051693038428 45.0649258221387754, 7.65896817620472703 45.06490372743695616, 7.65889684414705307 45.06480723490539475))"
464,west_toilets,T,"Polygon ((7.65890680322464856 45.06493041610295336, 7.6588477018555281 45.06495108345288969, 7.65891647216029181 45.06504438868185503, 7.65897412318906667 45.06502468822547769, 7.65890680322464856 45.06493041610295336))"
465,corridor_lab_1t,T,"Polygon ((7.65897914426842874 45.06502485186079809, 7.65899140735651685 45.06504419793943583, 7.65899923036098951 45.06504060358603425, 7.65904595695526957 45.06510213045904578, 7.65903686535547745 45.06510530194734088, 7.65904680268548255 45.06512115938883767, 7.65911150104679361 45.06509938183585007, 7.6590427854669727 45.06500328574036018, 7.65897914426842874 45.06502485186079809))"
466,corridor_9t,T,"Polygon ((7.6591887003578254 45.065317606660102, 7.65920133345288878 45.06533240693883613, 7.65920979075502029 45.06533050404585339, 7.65925376872610819 45.06539160805375843, 7.65924383139610221 45.06539541383972391, 7.65925461445632116 45.06540894552313148, 7.65925651734930035 45.06540852265802499, 7.65927068333037209 45.06542776302037367, 7.65927829490229062 45.06542543726229155, 7.65928104352548367 45.0654300887784629, 7.65932629009189281 45.06541465420205839, 7.65932185000827381 45.06540894552310306, 7.65933268592662664 45.06540513973715889, 7.65932232573151595 45.06539076232353125, 7.65931830851300255 45.06539203091885071, 7.6593166170525766 45.06538991659331828, 7.65934072036365254 45.06538251645395121, 7.65932972587088123 45.06536602471479114, 7.6592994910157568 45.06537638490992492, 7.65925783880275546 45.06531676092988903, 7.6592646046444619 45.06531401230670042, 7.65924917006807071 45.06529646340477058, 7.6591887003578254 45.065317606660102))"
467,corridor_s_toil,T,"Polygon ((7.65897858925797603 45.06502366255283221, 7.65904207188210862 45.06500257215565597, 7.65898466794388799 45.06492370781327139, 7.65902632015688845 45.06490911896709406, 7.65901252418278222 45.06488993146288635, 7.65890749506193291 45.06492598071322675, 7.65892261248949335 45.06494511535930059, 7.65892916689864656 45.06494215530355518, 7.65894682151684769 45.06496668147971718, 7.65893963281003476 45.06497344732142096, 7.65894470719131437 45.06498127032589451, 7.65895469737945422 45.06497883885153755, 7.65897346201856166 45.06500352360214379, 7.65896659046057859 45.06500727652996119, 7.65897858925797603 45.06502366255283221))"
468,north_hall,T,"Polygon ((7.65942847251803549 45.06570526043321223, 7.65943886662385154 45.06571807177294176, 7.65944793125101775 45.06571505023055124, 7.65948950767428549 45.06577294298271852, 7.65948044304711928 45.06577693141867513, 7.65949011198276253 45.06579107223705449, 7.65952697479990441 45.06577850262070228, 7.65951513035374099 45.06576303232367309, 7.6595603326278745 45.06574756202664389, 7.6595719353506464 45.06576254887689004, 7.65960771041252819 45.06574949581376899, 7.65959659113653846 45.06573571758048047, 7.65958788909445953 45.0657378930910042, 7.65954691697966883 45.06568120895579455, 7.65955670677700784 45.06567709965814572, 7.65954643353288667 45.06566368400994094, 7.65942847251803549 45.06570526043321223))"
469,corridor_lab_5t,T,"Polygon ((7.65921840663157916 45.06506880340311483, 7.65911491039673731 45.0651039012069532, 7.65911184462471439 45.06509988398844513, 7.65904741055409488 45.06512203154840535, 7.6590609950956452 45.06514153620146601, 7.65907093242565029 45.06513730755040115, 7.65911617899205854 45.06520020873499988, 7.65910687595971318 45.0652041202372402, 7.65911639042461267 45.06521786335319746, 7.65917199718613073 45.06519925728850495, 7.65913055640568263 45.06514111333635242, 7.65924377853797722 45.06510337262560739, 7.65921840663157916 45.06506880340311483))"
470,south_hall,T,"Polygon ((7.6587401047310637 45.06474628330980181, 7.65875055926772852 45.06476163274513169, 7.65875926130980744 45.06475897378783202, 7.65880385927546303 45.06482055282170762, 7.65879588240355691 45.06482297005562287, 7.65880675995615601 45.06483735259739376, 7.65892713820491888 45.06479583660497923, 7.65891626065231979 45.06478097061642529, 7.65890671257837141 45.06478423388220733, 7.6588496054272257 45.0647074867055295, 7.65882265326911948 45.06471739736456783, 7.65883510202376172 45.06473347197007229, 7.65878917457945452 45.06475039260745064, 7.65877600065464037 45.06473310938498855, 7.6587401047310637 45.06474628330980181))"
471,1t,T,"Polygon ((7.65873486742250531 45.06474778266463233, 7.65863519675886639 45.06478402654231985, 7.65870088878717414 45.0648735036153596, 7.658805089935524 45.06483839235885114, 7.65873486742250531 45.06474778266463233))"
472,lab_1t,T,"Polygon ((7.6589778204211143 45.06502841639061785, 7.65884930951336784 45.06507264805188839, 7.65891685245557863 45.0651635022750412, 7.65904536336332509 45.06512166151437526, 7.65902982250936493 45.06510193658434815, 7.65898379767263737 45.06511687971315894, 7.65894793416349895 45.06506547535006035, 7.65899097037446452 45.06504993449610197, 7.6589778204211143 45.06502841639061785))"
473,office7,T,"Polygon ((7.65952362088785677 45.06557358161588667, 7.65957383892235644 45.06564703531135052, 7.65968007635273995 45.06560896387724569, 7.65961964550496699 45.06552182259478201, 7.6594554548915692 45.06557926211557685, 7.65946621158247343 45.06559316121056469, 7.65952362088785677 45.06557358161588667))"
474,office8,T,"Polygon ((7.65940076497433164 45.06550070201345903, 7.65945787212548002 45.06548124328048743, 7.65950911748439101 45.06555424374460017, 7.65961644267003372 45.06551689748066991, 7.65955516579039131 45.06542945404394374, 7.6593910960386884 45.0654868029184712, 7.65940076497433164 45.06550070201345903))"
475,office9,T,"Polygon ((7.65933915572502944 45.06541192909811144, 7.65934278157589521 45.06541748873610231, 7.65933843055485575 45.06541942252323452, 7.6593645366810934 45.06545688964884988, 7.65936864597874223 45.06545543930850073, 7.65938774212663809 45.0654813037113513, 7.6595511471390143 45.06542449871444234, 7.65953277616129125 45.06539718397124972, 7.65950667003505359 45.06540588601333042, 7.6594866069935934 45.0653785712701378, 7.65945735846327125 45.06537204473858083, 7.65933915572502944 45.06541192909811144))"
476,9t,T,"Polygon ((7.65918881739987878 45.06532070399008916, 7.65906090421728525 45.06536254475074799, 7.65912605625888698 45.06545280124874608, 7.65925337171632847 45.06540976503778495, 7.65923364678630225 45.06538466058138681, 7.65923842858752124 45.0653834651310774, 7.65921272640597195 45.0653458084464873, 7.65920734687960092 45.0653458084464873, 7.65918881739987878 45.06532070399008916))"
477,7t,T,"Polygon ((7.65911888355705894 45.06522267706510831, 7.65899216582476949 45.06526511555092185, 7.6590567201412183 45.06535656749922936, 7.65918343787350864 45.06531353128826112, 7.6591649083937865 45.06528962228216528, 7.65917028792015753 45.06528723138156067, 7.65914159711284626 45.06524897697180876, 7.65913681531162815 45.06524957469696346, 7.65911888355705894 45.06522267706510831))"
478,lab_5t,T,"Polygon ((7.65904835198908707 45.06512644331559869, 7.65891984108133972 45.06516947952655983, 7.65898618857324642 45.06526152920001493, 7.65911410175584084 45.06521729753874439, 7.65909617000127163 45.06519159535719865, 7.65910095180248973 45.06519039990688924, 7.65907226099517935 45.06515274322229914, 7.65906628374365628 45.06515274322229914, 7.65904835198908707 45.06512644331559869))"
479,11t,T,"Polygon ((7.65925627481730942 45.06541507150216574, 7.65912864486681411 45.06545713137221298, 7.65919487707597302 45.06554801936726307, 7.65931960634577447 45.06550402571008362, 7.65930752017622041 45.06548855541305443, 7.6593191228989923 45.06548420439201408, 7.65927790906081185 45.06542812456527258, 7.6592689652953414 45.06543144826189717, 7.65925627481730942 45.06541507150216574))"
480,4t,T,"Polygon ((7.65942252793444034 45.06524060881973526, 7.65925636034209756 45.06529858815950718, 7.65927548754697174 45.06532279602817681, 7.65927010802060071 45.06532429034105292, 7.65929760337760701 45.06536284361337863, 7.65930208631624954 45.06536134930049542, 7.65930836243034907 45.06537031517778047, 7.65932838622295087 45.06536374020110713, 7.65932629418491828 45.06536105043792162, 7.65942970063626749 45.06532518692878142, 7.65944434490249915 45.06534610730911794, 7.65948618566316064 45.06533116418030716, 7.65942252793444034 45.06524060881973526))"
481,2t,T,"Polygon ((7.65886202751542911 45.06470407345362617, 7.65888136296609545 45.06473079618860567, 7.65887850039583196 45.064732704568776, 7.65890467442803935 45.06476859057782747, 7.65890795495977805 45.06476859057782747, 7.65892763815021382 45.0647948348317442, 7.65906651399383964 45.06474672036623019, 7.65899980984847595 45.06465267845637612, 7.65886202751542911 45.06470407345362617))"
482,study_room2,T,"Polygon ((7.65907181270131687 45.06475122135124423, 7.65894838245736498 45.06479395869963156, 7.6589681073873912 45.06482085633148671, 7.65896362444874867 45.06482205178179612, 7.65899231525605906 45.06486120277926943, 7.65899530388182104 45.06486090391669563, 7.65908556037981825 45.06498523074836982, 7.65920884119248058 45.06494324055643119, 7.65907181270131687 45.06475122135124423))"
496,didactic_lab,N,"Polygon ((7.65683792510827654 45.06491688375189142, 7.65687294531774754 45.06496629582828461, 7.65693330393531646 45.06494754278958226, 7.65693051278537062 45.06494387940528412, 7.65693892984692503 45.06494130631392636, 7.65694128487969117 45.06494488247479069, 7.65694390158276494 45.06494396662871793, 7.65690866331470588 45.06489376954141335, 7.65683792510827654 45.06491688375189142))"
497,2n,N,"Polygon ((7.65667529701222183 45.06503081936489963, 7.65680342823940308 45.06498825432822741, 7.65673500145402297 45.0648912182558874, 7.65660713189715114 45.06493605110188128, 7.65667529701222183 45.06503081936489963))"
498,3n,N,"Polygon ((7.65676858247681746 45.06481958600925708, 7.6568366167567401 45.06491492122460585, 7.65696562021827631 45.06487383898634391, 7.65696492243078985 45.06487174562388276, 7.65697730815867228 45.06486808223957752, 7.65691128001777788 45.06477492761013792, 7.65687735010125436 45.0647863538802298, 7.65687543118566705 45.06478338828340924, 7.65676858247681746 45.06481958600925708))"
499,4n,N,"Polygon ((7.65660586715733071 45.0649340231569937, 7.65673323517944659 45.0648894955930146, 7.65666557159913008 45.06479518525308947, 7.65653809454772016 45.06484232952013258, 7.65660586715733071 45.0649340231569937))"
500,office_s_big,N,"Polygon ((7.65664701481321242 45.06462086921658994, 7.65671494006383746 45.06471398023430197, 7.65677065403345036 45.0646941805143797, 7.65677841691923522 45.06467677943891914, 7.65671849441884333 45.06459348105774865, 7.65664701481321242 45.06462086921658994))"
501,conference_room,N,"Polygon ((7.65671908317703664 45.06459345925188842, 7.65675135584828048 45.06463746347525046, 7.65679993930201697 45.06462041129354645, 7.65679112973500242 45.06460758944849232, 7.65678729190382779 45.06460872335315315, 7.65676365435272643 45.06457671235222051, 7.65671908317703664 45.06459345925188842))"
502,office_s_e,N,"Polygon ((7.6567523153060737 45.06463837932132321, 7.65677617091576224 45.06467165506207806, 7.65682135265550379 45.06465595484361586, 7.65680002652545344 45.06462642971062138, 7.65679191474592447 45.06462926447228767, 7.6567887310905185 45.0646253394176739, 7.6567523153060737 45.06463837932132321))"
503,office_ne,N,"Polygon ((7.65678790246787688 45.06466873307697085, 7.65681136557210618 45.06470165992398336, 7.65684538271206527 45.06468979753671533, 7.65683552646382104 45.06467640873933078, 7.65682767635459882 45.0646791126658286, 7.65682375129998771 45.06467379203624546, 7.65683011861080054 45.06467152422691669, 7.65682017513911983 45.06465756847718751, 7.65678790246787688 45.06466873307697085))"
504,office_n,N,"Polygon ((7.65678655050462353 45.0646691691941399, 7.65677704315012164 45.06467270174329087, 7.65678013958209291 45.06467693207992653, 7.65677167890882071 45.06469520538973228, 7.6567157686864773 45.06471496149792699, 7.65673853400322191 45.06474644915824967, 7.65675876984032566 45.06473920961308011, 7.65674839025146614 45.06472377106494065, 7.65681014444400621 45.06470196520599103, 7.65678655050462353 45.0646691691941399))"
505,5n,N,"Polygon ((7.65669867289302797 45.06472278980137247, 7.65673225391580825 45.06476956336881301, 7.65686025430783435 45.06472420718222338, 7.65685929485004024 45.06472337855958443, 7.65686731940613363 45.06472036935104342, 7.65686526965539205 45.06471792709484703, 7.6568694563803108 45.06471605179097395, 7.65686243489372931 45.06470580303726337, 7.65685837900396482 45.06470763472941599, 7.65683530840519921 45.06467566734018249, 7.65682710940223465 45.06467845849012832, 7.65682571382726174 45.06467680124485042, 7.65669867289302797 45.06472278980137247))"
506,8n,N,"Polygon ((7.65650213668635793 45.06479287383199761, 7.65660702286790151 45.06475366689759454, 7.6565965996673242 45.06473918780724119, 7.65660165862660058 45.06473709444478004, 7.65654147445590461 45.06465383967533, 7.65644038249382142 45.06469230521052793, 7.65644212696253756 45.0646945730198567, 7.65643253238460009 45.06469806195728722, 7.65650213668635793 45.06479287383199761))"
507,archive1,N,"Polygon ((7.65675161751859346 45.06472481774617478, 7.65676129931996652 45.0647399946240057, 7.65678432630701522 45.06473179562104292, 7.6567739467181557 45.06471722930726287, 7.65675161751859346 45.06472481774617478))"
508,7n,N,"Polygon ((7.65662649549990437 45.0646233332787105, 7.65669732092977107 45.06472082727407269, 7.65682431825228349 45.06467516580541854, 7.65682300990074705 45.06467359578357446, 7.65683129612714719 45.06467054296332009, 7.65680800746979084 45.06463901169129116, 7.65681311004078502 45.0646373108342928, 7.65680377713315519 45.06462461982438583, 7.65680081153633818 45.06462557928217905, 7.65676518076281454 45.06457616720581427, 7.65675545534972368 45.06457956891979677, 7.65675214085916434 45.06457512052457304, 7.65662649549990437 45.0646233332787105))"
509,office_e_c,N,"Polygon ((7.65683984402389761 45.06473567706394334, 7.65687224753029749 45.06478146936772333, 7.65690748579835834 45.06476978142732293, 7.65687530035055008 45.06472451246414579, 7.6568631762929753 45.06472913530624425, 7.65686256572892443 45.0647279141781425, 7.65683984402389761 45.06473567706394334))"
510,6n,N,"Polygon ((7.65650285627966376 45.064793157308209, 7.65662957012601542 45.06474592581771788, 7.6565593552601996 45.06464963114460431, 7.65643255419041768 45.06469823640419747, 7.65650285627966376 45.064793157308209))"
511,office_e_s,N,"Polygon ((7.65684708356907162 45.06469176006400801, 7.65677503701110584 45.06471682589884864, 7.65679797677471985 45.06474857522947275, 7.65686197697073023 45.06472675846762144, 7.65686005805514291 45.06472422898798413, 7.65686786455264645 45.06472139422632495, 7.65684708356907162 45.06469176006400801))"
512,suppor_lab,N,"Polygon ((7.65691036417170423 45.06489372592967868, 7.65694560243976596 45.06494422829898383, 7.65700286462536361 45.0649261294360528, 7.65699968096995764 45.06492181187599755, 7.65700809803151117 45.06491888989089745, 7.65697652314775645 45.06487444955035926, 7.65696823692135364 45.06487719708859885, 7.6569674519104316 45.06487575790190903, 7.65691036417170423 45.06489372592967868))"
513,office_e_w,N,"Polygon ((7.65679880539736146 45.06474986177514808, 7.65683369477168085 45.06479896856947676, 7.65687329421152985 45.06478564518966579, 7.65683836122549533 45.06473590602543311, 7.65679880539736146 45.06474986177514808))"
514,office_e_e,N,"Polygon ((7.65687578007945202 45.06472325862722528, 7.6569097536076951 45.06477114429347353, 7.65694555882808814 45.0647592819062055, 7.65691145446469257 45.06471117818134786, 7.65687578007945202 45.06472325862722528))"
515,office_n_s,N,"Polygon ((7.65679880539737034 45.06483150291102646, 7.65680621938941197 45.06484118471239952, 7.65686867136944027 45.06482051275811784, 7.65689553618766627 45.06485923996361009, 7.65691420200292505 45.06485330876998319, 7.65690853247959868 45.06484563310763036, 7.6569515336334435 45.06483185180479012, 7.6569220085004277 45.0647912492954319, 7.65679880539737034 45.06483150291102646))"
516,s_video1,N,"Polygon ((7.65661775135049538 45.06487019740779942, 7.65667658355793801 45.06484935100665012, 7.65664308975859598 45.06480303536223886, 7.65658443199802452 45.06482427426887938, 7.65661775135049538 45.06487019740779942))"
517,service_w,N,"Polygon ((7.65665072180922301 45.06491559720612372, 7.65671046986274018 45.06489597193308327, 7.6566772813454218 45.06485031046442913, 7.6566181874676742 45.06487085158356365, 7.65665072180922301 45.06491559720612372))"
518,s_video2,N,"Polygon ((7.65667867692043558 45.06491153041336872, 7.65674976402060814 45.0650094823317815, 7.65678945068389361 45.06499735827419784, 7.65672778371478735 45.0649121409774196, 7.65672167807428128 45.06491414711644694, 7.65671243239008703 45.06490001691984304, 7.65667867692043558 45.06491153041336872))"
519,stairs_e_s,N,"Polygon ((7.65684422700157441 45.06463791049527856, 7.65688626869762601 45.06469617575038455, 7.65690162002232544 45.06469094234424233, 7.65685940387940178 45.06463232819538689, 7.65684422700157441 45.06463791049527856))"
520,balcony_e_s,N,"Polygon ((7.65678814233235627 45.06460127665225457, 7.65687379574630622 45.06472051108896437, 7.65691165071744173 45.06470716590328607, 7.65690153279888808 45.06469286125982876, 7.65688496034608779 45.06469879245346988, 7.65681012263817617 45.06459360098990885, 7.65678814233235627 45.06460127665225457))"
