,id,room,grid,speed,accuracy,rssi,lat,lon
0,471,1t,0,38.84,12.8195,-52.0,45.06480429,7.658683292999999
1,471,1t,1,36.87,17.796,-45.0,45.06481971,7.658693652999999
2,471,1t,2,78.9,20.299,-58.0,45.06483512,7.6587040129999995
3,471,1t,3,51.735,12.801,-56.5,45.06479565,7.65870886
4,471,1t,4,67.0,8.0,-57.0,45.06481107,7.658719221
5,471,1t,5,0.0,0.0,0.0,45.06482648,7.658729581
6,471,1t,6,49.715,11.8565,-54.5,45.06478701,7.658734428
7,471,1t,7,0.0,0.0,0.0,45.06480243,7.658744788
8,471,1t,8,33.36,17.722,-54.0,45.06481784,7.658755149
9,481,2t,0,8.26,18.533,-76.0,45.06473146,7.659006789
10,481,2t,1,34.32,800.0,-38.0,45.06471399,7.65899505
11,481,2t,2,49.2,12.0,-62.0,45.06469652,7.658983311
12,481,2t,3,6.02,19.482,-72.0,45.06474213,7.658975216
13,481,2t,4,27.1,18.117,-59.5,45.06472466,7.658963477
14,481,2t,5,9.31,21.996,-64.0,45.06470719,7.658951738
15,481,2t,6,6.14,18.169,-75.0,45.0647528,7.6589436420000006
16,481,2t,7,23.875,12.152000000000001,-63.0,45.06473533,7.658931902999999
17,481,2t,8,4.1,19.545,-72.0,45.06471786,7.658920165
18,482,study_room,0,0.0,0.0,0.0,45.06493514,7.658772685
19,482,study_room,1,0.0,0.0,0.0,45.06493174,7.658782736
20,482,study_room,2,0.0,0.0,0.0,45.06492835,7.658792787
21,482,study_room,3,0.0,0.0,0.0,45.0649258,7.6587664129999995
22,482,study_room,4,0.0,0.0,0.0,45.06492241,7.658776464
23,482,study_room,5,0.0,0.0,0.0,45.06491901,7.658786515
24,482,study_room,6,0.0,0.0,0.0,45.06491647,7.65876014
25,482,study_room,7,0.0,0.0,0.0,45.06491307,7.658770191
26,482,study_room,8,0.0,0.0,0.0,45.06490968,7.658780242000001
27,472,lab_1t,0,1.36,19.16,-71.0,45.06507478,7.658903303
28,472,lab_1t,1,0.0,0.0,0.0,45.06510435,7.658923174
29,472,lab_1t,2,4.01,21.373,-75.0,45.06513392,7.658943045
30,472,lab_1t,3,5.9,19.117,-69.0,45.06507023,7.65891678
31,472,lab_1t,4,6.09,20.753,-68.0,45.0650998,7.658936651
32,472,lab_1t,5,1.33,22.059,-74.0,45.06512937,7.658956522
33,472,lab_1t,6,11.6,18.069000000000003,-65.0,45.06506567,7.6589302560000005
34,472,lab_1t,7,15.12,21.664,-70.0,45.06509524,7.658950127000001
35,472,lab_1t,8,0.46,20.785,-69.0,45.06512481,7.658969998
36,478,lab_5t,0,22.23,18.090999999999998,-61.0,45.06518555,7.658977404
37,478,lab_5t,1,26.2,17.941,-59.0,45.06520315,7.6589892310000005
38,478,lab_5t,2,27.58,18.084,-59.0,45.06522075,7.659001057999999
39,478,lab_5t,3,13.72,17.982,-52.0,45.06517589,7.659006006
40,478,lab_5t,4,31.26,18.055,-53.0,45.06519349,7.659017832999999
41,478,lab_5t,5,29.84,18.041,-56.0,45.06521109,7.65902966
42,478,lab_5t,6,29.63,18.015,-47.0,45.06516622,7.659034608
43,478,lab_5t,7,18.26,18.03,-42.0,45.06518382,7.659046435
44,478,lab_5t,8,30.43,17.952,-54.0,45.06520142,7.659058262
45,477,7t,0,0.0,0.0,0.0,45.06528102,7.659048642999999
46,477,7t,1,0.0,0.0,0.0,45.06529869,7.659060521000001
47,477,7t,2,0.0,0.0,0.0,45.06531637,7.659072398999999
48,477,7t,3,0.0,0.0,0.0,45.06527162,7.659076439
49,477,7t,4,0.0,0.0,0.0,45.065289299999996,7.659088317
50,477,7t,5,0.0,0.0,0.0,45.06530697,7.659100195
51,477,7t,6,0.0,0.0,0.0,45.06526223,7.659104235
52,477,7t,7,0.0,0.0,0.0,45.0652799,7.659116113
53,477,7t,8,0.0,0.0,0.0,45.06529758,7.659127991
54,476,9t,0,31.04,17.977999999999998,-52.0,45.06537818,7.659118072
55,476,9t,1,0.0,0.0,0.0,45.06539563,7.659129804
56,476,9t,2,16.88,17.855999999999998,-57.0,45.06541309,7.659141536
57,476,9t,3,21.25,800.0,-76.0,45.06536873,7.659146027999999
58,476,9t,4,35.06,18.385,-56.0,45.06538619,7.65915776
59,476,9t,5,14.82,17.928,-64.0,45.06540364,7.659169492
60,476,9t,6,7.63,18.028,-70.0,45.06535928,7.659173984
61,476,9t,7,10.41,18.006,-78.0,45.06537674,7.6591857160000005
62,476,9t,8,9.67,17.993,-68.0,45.06539420000001,7.659197447
63,480,4t,0,13.34,18.324,-61.0,45.06532627,7.659407567000001
64,480,4t,1,0.0,0.0,0.0,45.06529989,7.659389835
65,480,4t,2,0.0,0.0,0.0,45.065273499999996,7.659372104
66,480,4t,3,47.93,8.0,-57.0,45.06533311,7.6593873189999995
67,480,4t,4,0.0,0.0,0.0,45.06530673,7.659369588
68,480,4t,5,98.52,17.942999999999998,-62.0,45.06528034,7.659351857000001
69,480,4t,6,0.0,0.0,0.0,45.06533995,7.659367072
70,480,4t,7,0.0,0.0,0.0,45.06531357,7.659349341
71,480,4t,8,0.0,0.0,0.0,45.06528719,7.659331609
72,479,11t,0,0.0,0.0,0.0,45.06547084,7.659187923999999
73,479,11t,1,15.48,18.759,-73.0,45.06548921,7.659200275
74,479,11t,2,32.75,800.0,-72.0,45.06550759,7.659212626
75,479,11t,3,0.0,0.0,0.0,45.06546155,7.659215406
76,479,11t,4,62.06,27.163,-71.0,45.06547993,7.659227757000001
77,479,11t,5,100.25,16.0,-67.0,45.06549831,7.659240108
78,479,11t,6,81.55,16.0,-74.0,45.06545226,7.659242888
79,479,11t,7,57.93,16.0,-75.0,45.06547064,7.659255239
80,479,11t,8,0.0,0.0,0.0,45.06548902,7.65926759
81,655,2i,0,36.26,17.337,-58.0,45.06510758,7.658435702999999
82,655,2i,1,40.3,17.271,-53.0,45.06509866,7.658462117000001
83,655,2i,2,36.28,17.508,-54.0,45.06508973,7.658488531000001
84,655,2i,3,38.33,17.337,-53.0,45.06508309,7.658419246
85,655,2i,4,41.22,17.312,-51.0,45.06507417,7.658445661
86,655,2i,5,42.71,18.187,-53.0,45.06506524,7.658472075
87,655,2i,6,38.22,17.402,-53.0,45.06505861,7.65840279
88,655,2i,7,37.74,16644.1,-47.0,45.06504968,7.658429204
89,655,2i,8,39.1,17.308,-56.0,45.06504075,7.658455619
90,657,4i,0,37.19,17.889,-52.0,45.06525217,7.65853582
91,657,4i,1,39.39,17.933,-58.0,45.06524281,7.658563491000001
92,657,4i,2,43.22,18.042,-58.0,45.06523346,7.658591163
93,657,4i,3,43.64,17.636,-58.0,45.06521535,7.658511077999999
94,657,4i,4,37.415,21.607,-51.5,45.065205999999996,7.65853875
95,657,4i,5,19.34,20.0,-60.0,45.06519665,7.658566421000001
96,657,4i,6,36.66,17.886,-60.0,45.06517853,7.658486336
97,657,4i,7,41.17,17.941,-59.0,45.06516918,7.658514007999999
98,657,4i,8,42.42,17.78,-67.0,45.06515983,7.65854168
99,659,6i,0,31.310000000000002,19.1695,-51.5,45.065385600000006,7.658634837999999
100,659,6i,1,29.490000000000002,18.837,-51.5,45.06537721,7.6586596810000005
101,659,6i,2,14.950000000000001,21.4385,-52.5,45.06536881,7.658684523
102,659,6i,3,21.39,17.858,-46.0,45.06535499,7.658614266
103,659,6i,4,28.775,21.5245,-47.0,45.0653466,7.658639109
104,659,6i,5,119.05,4.0,-63.0,45.06533820000001,7.658663951
105,659,6i,6,64.245,17.753500000000003,-56.0,45.06532438,7.6585936939999995
106,659,6i,7,30.09,17.669,-54.0,45.06531599,7.658618537000001
107,659,6i,8,17.97,6.0,-50.0,45.06530759,7.658643379
108,661,8i,0,37.11,17.906,-56.0,45.06548621,7.6587689910000005
109,661,8i,1,36.12,17.784000000000002,-55.0,45.06549441,7.658744727999999
110,661,8i,2,31.26,17.552,-59.0,45.06550261,7.658720466
111,661,8i,3,30.02,18.004,-48.0,45.06551767,7.658790129
112,661,8i,4,36.71,18.027,-48.0,45.06552587,7.6587658670000005
113,661,8i,5,34.83,17.967,-48.0,45.06553407,7.658741603999999
114,661,8i,6,90.19,17.793,-56.0,45.06554912,7.658811267000001
115,661,8i,7,36.56,17.972,-45.0,45.06555732,7.658787005
116,661,8i,8,34.6,17.907,-47.0,45.06556552,7.658762743
117,663,10i,0,19.89,18.817,-71.0,45.06560185,7.658853969
118,663,10i,1,39.27,18.799,-59.0,45.06561003,7.658829751
119,663,10i,2,36.22,18.258,-59.0,45.06561821,7.658805532000001
120,663,10i,3,31.595,20.119,-63.0,45.06562958,7.65887261
121,663,10i,4,36.78,17.923,-61.0,45.06563777,7.658848392
122,663,10i,5,46.45,18.0225,-56.5,45.06564595,7.658824172999999
123,663,10i,6,32.839999999999996,18.5865,-54.5,45.06565732,7.658891251
124,663,10i,7,38.97,18.426,-51.0,45.06566551,7.658867033
125,663,10i,8,53.445,10.846499999999999,-59.0,45.06567369,7.658842814
126,665,12i,0,58.48,18.028,-52.0,45.06581536,7.658936219
127,665,12i,1,37.61,17.724,-57.0,45.06580487,7.658967242
128,665,12i,2,35.87,17.505,-60.0,45.06579439,7.658998264
129,665,12i,3,82.61,30.335,-50.5,45.06577973,7.658912276000001
130,665,12i,4,43.4,27.192500000000003,-55.5,45.06576925,7.658943299
131,665,12i,5,48.8,17.726,-57.5,45.06575876,7.6589743210000005
132,665,12i,6,18.1,22.251,-66.5,45.065744099999996,7.658888333999999
133,665,12i,7,27.345,28.9675,-50.5,45.06573362,7.658919356
134,665,12i,8,32.085,11.149,-65.0,45.06572314,7.658950377999999
135,664,11i,0,30.21,25.188,-59.0,45.06585597,7.658595846
136,664,11i,1,33.18,17.229,-65.0,45.06586684,7.658563687000001
137,664,11i,2,49.32,10.596,-67.0,45.0658777,7.658531527999999
138,664,11i,3,35.305,26.5275,-48.5,45.06588685,7.658616599
139,664,11i,4,42.285,21.526,-68.0,45.06589772,7.65858444
140,664,11i,5,42.64,4.0,-58.0,45.06590858,7.658552281
141,664,11i,6,39.364999999999995,26.616500000000002,-44.0,45.06591773,7.658637351
142,664,11i,7,74.565,17.9635,-51.5,45.0659286,7.6586051920000005
143,664,11i,8,42.37,17.64,-53.0,45.06593946,7.658573033
144,662,9i,0,28.93,22.360500000000002,-54.5,45.06573682,7.658492366
145,662,9i,1,40.96,17.918,-50.0,45.06574819,7.6584587189999995
146,662,9i,2,47.89,18.9815,-68.5,45.06575956,7.658425071
147,662,9i,3,19.8,22.3715,-61.5,45.06576093,7.658508565
148,662,9i,4,33.04,17.765,-54.0,45.0657723,7.658474918
149,662,9i,5,40.71,17.785999999999998,-51.0,45.06578367,7.65844127
150,662,9i,6,25.145000000000003,22.162,-61.5,45.06578503,7.658524764
151,662,9i,7,33.68,18.201,-55.0,45.065796399999996,7.6584911170000005
152,662,9i,8,41.82,17.695,-55.0,45.06580777,7.658457469
153,660,7i,0,15.94,19.5365,-65.5,45.06562161,7.658416365
154,660,7i,1,19.345,19.499499999999998,-67.5,45.06563421,7.658379064
155,660,7i,2,33.71,17.692,-58.0,45.06564682,7.658341762999999
156,660,7i,3,33.04,17.557000000000002,-57.0,45.06564735,7.6584336660000005
157,660,7i,4,14.71,19.602,-66.5,45.06565996,7.658396365
158,660,7i,5,33.26,17.48,-50.0,45.06567256,7.658359064
159,660,7i,6,13.55,17.51,-61.0,45.065673100000005,7.658450966
160,660,7i,7,15.0,17.359,-59.0,45.0656857,7.658413665
161,660,7i,8,33.57,17.6455,-59.0,45.06569831,7.6583763639999995
162,658,5i,0,43.1,17.597,-52.0,45.06551647,7.658250881
163,658,5i,1,45.07,17.622,-58.0,45.065503799999995,7.658288363
164,658,5i,2,43.84,17.713,-64.0,45.06549114,7.658325845
165,658,5i,3,40.24,17.552,-50.5,45.06549118,7.658233888
166,658,5i,4,43.5,17.494,-56.0,45.06547852,7.6582713710000005
167,658,5i,5,41.86,17.66,-58.0,45.06546585,7.658308852999999
168,658,5i,6,59.08,8.0,-67.0,45.0654659,7.658216896
169,658,5i,7,44.37,17.683,-57.0,45.06545323,7.658254378
170,658,5i,8,42.42,17.623,-56.0,45.06544057,7.65829186
171,656,3i,0,22.52,17.85,-60.0,45.06531048,7.65820382
172,656,3i,1,27.84,17.708,-54.0,45.06532276,7.65816749
173,656,3i,2,4.8,17.78,-76.0,45.06533503,7.65813116
174,656,3i,3,33.94,18.197,-51.0,45.06533859,7.658222712000001
175,656,3i,4,36.7,18.203,-53.0,45.06535087,7.658186382
176,656,3i,5,30.8,17.755,-55.0,45.06536314,7.658150052000001
177,656,3i,6,32.98,18.265,-47.0,45.0653667,7.658241603
178,656,3i,7,33.91,18.250999999999998,-43.0,45.06537898,7.658205272999999
179,656,3i,8,35.07,18.261,-50.0,45.06539126,7.658168943
180,654,1i,0,10.51,17.936,-65.0,45.06525631,7.658076138999999
181,654,1i,1,8.65,17.962,-58.0,45.06524402,7.658112522000001
182,654,1i,2,42.47,26.176000000000002,-62.0,45.06523172,7.658148904
183,654,1i,3,25.84,18.572,-69.0,45.06522777,7.65805696
184,654,1i,4,27.69,18.559,-65.0,45.06521548,7.658093342000001
185,654,1i,5,51.2,17.9435,-63.5,45.06520318,7.658129725
186,654,1i,6,35.2,17.863,-59.0,45.06519923,7.658037781
187,654,1i,7,36.22,17.904,-56.0,45.06518694,7.658074162999999
188,654,1i,8,46.21,18.3335,-53.5,45.06517464,7.6581105460000005
189,497,2N,0,45.595,12.6205,-59.5,45.064958000000004,7.656660692999999
190,497,2N,1,40.675,12.552999999999999,-48.0,45.06497307,7.6566708189999995
191,497,2N,2,14.674999999999999,5427.15,-64.0,45.06498814,7.656680945
192,497,2N,3,29.23,17.785,-61.0,45.06494638,7.656695096
193,497,2N,4,48.92,12.57,-53.5,45.06496145,7.656705222
194,497,2N,5,26.61,11399.7,-63.0,45.06497652,7.656715348
195,497,2N,6,27.08,17.785,-50.0,45.06493475,7.656729499
196,497,2N,7,30.92,53.095,-56.0,45.06494982,7.656739625
197,497,2N,8,32.98,10064.4,-64.0,45.06496489,7.656749751
198,499,4N,0,27.36,18.442999999999998,-59.0,45.06486114,7.656592089
199,499,4N,1,31.52,10026.1,-58.0,45.06487636,7.656602316
200,499,4N,2,37.61,17.982,-47.0,45.06489158,7.656612543
201,499,4N,3,29.9,19.049,-62.0,45.06484986,7.656625472999999
202,499,4N,4,30.17,20.195,-62.0,45.06486508,7.656635700000001
203,499,4N,5,28.69,10026.1,-49.0,45.0648803,7.6566459270000005
204,499,4N,6,6.75,19.209,-68.0,45.06483858,7.656658857
205,499,4N,7,7.93,31.857,-67.0,45.064853799999995,7.656669084
206,499,4N,8,28.05,18.267,-60.0,45.06486902,7.656679311
207,510,6N,0,20.41,18.452,-63.0,45.064718,7.656486298
208,510,6N,1,40.59,51.578,-54.0,45.06473328,7.656496562
209,510,6N,2,21.82,10026.1,-58.0,45.06474855,7.656506826
210,510,6N,3,38.54,17.746,-43.0,45.06470636,7.6565207410000005
211,510,6N,4,41.19,10017.0,-57.0,45.06472164,7.656531005
212,510,6N,5,41.45,10026.1,-58.0,45.06473691,7.656541269
213,510,6N,6,40.51,17.579,-46.0,45.06469473,7.656555184
214,510,6N,7,42.49,28.823,-51.0,45.06471,7.656565447999999
215,510,6N,8,41.52,13.652999999999999,-55.0,45.06472527,7.656575711
216,508,7N,0,0.0,0.0,0.0,45.06464681,7.656780327000001
217,508,7N,1,10.52,10013.3,-72.0,45.06463286,7.656770947999999
218,508,7N,2,40.69,10020.1,-64.0,45.0646189,7.6567615689999995
219,508,7N,3,7.12,33.374,-73.0,45.06466077,7.656739041
220,508,7N,4,22.29,18.725,-62.0,45.06464681,7.656729662
221,508,7N,5,31.52,10015.7,-63.0,45.06463285,7.656720282999999
222,508,7N,6,15.82,47.027,-71.0,45.06467472,7.656697755
223,508,7N,7,31.78,10015.7,-68.0,45.06466076,7.656688376
224,508,7N,8,19.87,48.544,-71.0,45.0646468,7.656678997
225,505,5N,0,34.33,10026.1,-49.0,45.06471719,7.656824929
226,505,5N,1,42.53,10026.1,-48.0,45.06470962,7.656819838
227,505,5N,2,30.98,17.822,-52.0,45.06470204,7.6568147479999995
228,505,5N,3,36.17,17.480999999999998,-48.0,45.06472942,7.656788736
229,505,5N,4,41.71,10026.1,-54.0,45.06472185,7.656783645
230,505,5N,5,38.3,17.833,-48.0,45.06471427,7.656778554
231,505,5N,6,40.56,12.554,-51.0,45.06474165,7.656752542
232,505,5N,7,42.9,60.68,-58.0,45.06473408,7.656747452
233,505,5N,8,43.93,63.714,-58.0,45.0647265,7.656742361
234,498,3N,0,12.39,17.971,-60.5,45.06484636,7.656921106
235,498,3N,1,41.6,5413.05,-52.5,45.0648315,7.656911114
236,498,3N,2,34.12,10026.1,-64.0,45.06481663,7.656901122000001
237,498,3N,3,38.02,17.822,-56.0,45.06485924,7.656883012000001
238,498,3N,4,37.019999999999996,17.7885,-57.5,45.06484437,7.65687302
239,498,3N,5,35.38,17.635,-65.0,45.0648295,7.656863027999999
240,498,3N,6,49.69,17.901,-50.0,45.06487211,7.656844917999999
241,498,3N,7,89.09,17.698,-50.0,45.06485724,7.656834926
242,498,3N,8,16.4,10026.1,-57.0,45.06484237,7.656824933999999
243,572,2M,0,0.0,0.0,0.0,45.064518,7.656343317
244,572,2M,1,0.0,0.0,0.0,45.06450697,7.656375944
245,572,2M,2,0.0,0.0,0.0,45.06449595,7.656408571
246,572,2M,3,0.0,0.0,0.0,45.06450319,7.6563333689999995
247,572,2M,4,0.0,0.0,0.0,45.06449217,7.656365996
248,572,2M,5,0.0,0.0,0.0,45.06448114,7.656398622999999
249,572,2M,6,0.0,0.0,0.0,45.06448839,7.656323421000001
250,572,2M,7,0.0,0.0,0.0,45.06447736,7.656356047999999
251,572,2M,8,0.0,0.0,0.0,45.06446634,7.656388675
252,578,4M,0,0.0,0.0,0.0,45.06442492,7.656278663999999
253,578,4M,1,0.0,0.0,0.0,45.06443266,7.656283867999999
254,578,4M,2,0.0,0.0,0.0,45.06444041,7.656289072000001
255,578,4M,3,0.0,0.0,0.0,45.06441426,7.6563102
256,578,4M,4,0.0,0.0,0.0,45.06442201,7.656315404
257,578,4M,5,0.0,0.0,0.0,45.06442975,7.656320608
258,578,4M,6,0.0,0.0,0.0,45.06440361,7.656341736
259,578,4M,7,0.0,0.0,0.0,45.06441135,7.65634694
260,578,4M,8,0.0,0.0,0.0,45.0644191,7.6563521439999995
261,588,laib2B,0,0.0,0.0,0.0,45.0642618,7.656129397000001
262,588,laib2B,1,0.0,0.0,0.0,45.06424236,7.656186931000001
263,588,laib2B,2,0.0,0.0,0.0,45.06422292,7.656244463999999
264,588,laib2B,3,0.0,0.0,0.0,45.064249600000004,7.656121197999999
265,588,laib2B,4,0.0,0.0,0.0,45.06423016,7.656178732000001
266,588,laib2B,5,0.0,0.0,0.0,45.06421072,7.656236265
267,588,laib2B,6,0.0,0.0,0.0,45.0642374,7.656112998999999
268,588,laib2B,7,0.0,0.0,0.0,45.06421796,7.656170532999999
269,588,laib2B,8,0.0,0.0,0.0,45.06419852,7.656228066000001
270,596,laib1B,0,0.0,0.0,0.0,45.064134700000004,7.656056916
271,596,laib1B,1,36.05,22.489,-54.0,45.06412189,7.656094816
272,596,laib1B,2,37.9,18.09,-53.0,45.06410909,7.656132715
273,596,laib1B,3,33.88,25.789,-52.0,45.06412492,7.656050347000001
274,596,laib1B,4,33.35,19.046,-52.0,45.06411212,7.6560882470000005
275,596,laib1B,5,34.38,18.332,-65.0,45.06409931,7.656126146
276,596,laib1B,6,0.0,0.0,0.0,45.06411515,7.656043778
277,596,laib1B,7,31.9,19.102,-61.0,45.06410234,7.656081678
278,596,laib1B,8,29.0,18.36,-64.0,45.06408954,7.656119577
279,598,laib3B,0,36.0,39.442,-57.0,45.06410587,7.656289021
280,598,laib3B,1,36.95,18.245,-58.0,45.06409417,7.656323627999999
281,598,laib3B,2,1.88,18.694000000000003,-60.0,45.06408248,7.656358235
282,598,laib3B,3,20.67,18.04,-65.0,45.06409038,7.656278614
283,598,laib3B,4,16.85,19.004,-65.0,45.06407869,7.6563132210000004
284,598,laib3B,5,5.77,18.222,-61.0,45.06406699,7.6563478279999995
285,598,laib3B,6,13.06,18.32,-53.0,45.06407489,7.656268207
286,598,laib3B,7,32.96,18.518,-54.0,45.06406320000001,7.656302814
287,598,laib3B,8,21.09,18.061,-59.0,45.06405151,7.656337421
288,597,5M,0,0.0,0.0,0.0,45.06415151,7.656410775
289,597,5M,1,0.0,0.0,0.0,45.06416357,7.656375092
290,597,5M,2,0.0,0.0,0.0,45.06417563,7.656339407999999
291,597,5M,3,0.0,0.0,0.0,45.06416697,7.656421164
292,597,5M,4,0.0,0.0,0.0,45.06417903,7.65638548
293,597,5M,5,0.0,0.0,0.0,45.06419109,7.656349796000001
294,597,5M,6,0.0,0.0,0.0,45.06418243,7.656431552000001
295,597,5M,7,0.0,0.0,0.0,45.06419449,7.656395868
296,597,5M,8,0.0,0.0,0.0,45.06420654,7.6563601839999995
297,595,3M,0,0.0,0.0,0.0,45.06433362,7.656457769
298,595,3M,1,0.0,0.0,0.0,45.06432203,7.65649206
299,595,3M,2,0.0,0.0,0.0,45.06431044,7.656526351
300,595,3M,3,0.0,0.0,0.0,45.06432222,7.656450114
301,595,3M,4,0.0,0.0,0.0,45.06431064,7.656484405
302,595,3M,5,0.0,0.0,0.0,45.06429905,7.656518696
303,595,3M,6,0.0,0.0,0.0,45.06431083,7.656442459
304,595,3M,7,0.0,0.0,0.0,45.06429925,7.65647675
305,595,3M,8,0.0,0.0,0.0,45.06428766,7.656511041
306,567,1M,0,33.0,10013.3,-44.0,45.06443923,7.656615902
307,567,1M,1,37.09,16.687,-49.0,45.06445021,7.656583389
308,567,1M,2,33.87,56.129,-45.0,45.064461200000004,7.656550877000001
309,567,1M,3,34.69,37.925,-50.0,45.06445416,7.656625936
310,567,1M,4,35.15,72.816,-52.0,45.06446515,7.6565934239999995
311,567,1M,5,32.39,30.34,-52.0,45.06447613,7.656560911000001
312,567,1M,6,32.48,21.238000000000003,-54.0,45.06446909,7.656635971
313,567,1M,7,31.45,10013.3,-56.0,45.06448008,7.656603458999999
314,567,1M,8,33.54,33.374,-51.0,45.06449107,7.656570946
